requirement,laser_dps_per_stage,laser_frac_achieved,natural_clear_rate,natural_clear_k,natural_clear_n,natural_clear_ci_lo,natural_clear_ci_hi,damage_mean,damage_stdev,relay_reached_frac,relay_median_min,relay_p90_min,b3_mean_frac,b3_pass,b1_ref,b2_ref_sec,weaken_uptime_ref
67300,0.375,0.06107928551342867,0.0,0,2000,0.0,0.0019170472821509587,60849.09450625038,1018.1943648287861,1.0,22.807160000000003,23.202391111111115,0.09780486111111111,True,16.8328125,85.9250752861953,0.015882291666666666
68700,0.375,0.06107928551342867,0.0,0,2000,0.0,0.0019170472821509587,60804.17848125038,1008.9318452827496,1.0,23.318635555555556,23.66736888888889,0.09795625,True,16.444375,84.04752862116428,0.015974305555555554
71000,0.375,0.06107928551342867,0.0,0,2000,0.0,0.0019170472821509587,60821.70311875038,1016.8319982501165,1.0,23.94635555555556,24.364835555555555,0.09754930555555555,True,16.876875,83.5301759152922,0.01580625
73100,0.375,0.06107928551342867,0.0,0,2000,0.0,0.0019170472821509587,60806.044056250386,988.6321478464979,1.0,24.597324444444446,24.969306666666668,0.09785381944444445,True,16.774375,85.86687773989284,0.015930902777777776
